id,datetime,location,text,rating,accessibility,facility,activity,word_count,text_clean
e9dbd3873bdc404d96246e964726da39,2022-02-15 11:58:44,Curug Malela,"Lokasi Di Kec Rongga Kab Bandung Barat. Akses menuju lokasi untuk saat ini bagus karena melewati kebon teh dengan pemandangan eksotis dan udara sejuk, sehingga sangat cocok untuk yang mau menenangkan pikiran.
Hanya kalau untuk bawa mobil siap2 untuk parkir apalagi ketika musim liburan karena keterbatasan area parkir.
Tiket masuk berkisar antara Rp 5.000 - Rp 10.000 perorang dan tiket masuk kendaraan.
Dari pintu masuk kita harus jalan kaki melewati jalan setapak dengan akses yang menurun dengan medan jalan tanah sampai ke Curug, kurang lebih 30-40 menit tergantung kecepatan jalan.
Sampai dilokasi kita akan disuguhkan Curug dengan model curug Niagara dengab debit air normal karena waktu itu sedang tidak turun hujan.
Lokasi luas sehingga bisa exsplor, namun jangan masuk ke area tengah dikarenkan batu licin ditakutkan terjadi insiden yang tidak diinginkan.
Kalau lapar atau haus dari pintu masuk sampai ke lokasi tersedia berbagai macam makanan dan minuman sehingga jangan takut kelaparan, atau bisa juga bawa bekal dengan harga yang standar.
Sayangnya waktu itu di lokasi masih kurang terawat sehingga nampak sampah berserakan sehingga mengurangi estetika dari Curug itu sendiri.
Hunting Poto bagus bages, jangan sampai terlewat
Baiknya datang ketika musim kemarau mengingat akses dan debit air yang kadang bisa berubah sewaktu-waktu.
Puas menikmati destinasinya waktunya pulang, eit ingat pulangnya nanjak loe sampai atas. Tapi ada alternatif ojek yang bisa dipakai dengan htm Rp 20.000-Rp 30.000 sampai pintu masuk.
Happy holiday",4,2,2,2,230,lokasi di kec rongga kab bandung barat akses menuju lokasi untuk saat ini bagus karena melewati kebon teh dengan pemandangan eksotis dan udara sejuk sehingga sangat cocok untuk yang mau menenangkan pikiran hanya kalau untuk bawa mobil siap2 untuk parkir apalagi ketika musim liburan karena keterbatasan area parkir tiket masuk berkisar antara rp rp perorang dan tiket masuk kendaraan dari pintu masuk kita harus jalan kaki melewati jalan setapak dengan akses yang menurun dengan medan jalan tanah sampai ke curug kurang lebih menit tergantung kecepatan jalan sampai dilokasi kita akan disuguhkan curug dengan model curug niagara dengab debit air normal karena waktu itu sedang tidak turun hujan lokasi luas sehingga bisa exsplor namun jangan masuk ke area tengah dikarenkan batu licin ditakutkan terjadi insiden yang tidak diinginkan kalau lapar atau haus dari pintu masuk sampai ke lokasi tersedia berbagai macam makanan dan minuman sehingga jangan takut kelaparan atau bisa juga bawa bekal dengan harga yang standar sayangnya waktu itu di lokasi masih kurang terawat sehingga nampak sampah berserakan sehingga mengurangi estetika dari curug itu sendiri hunting poto bagus bages jangan sampai terlewat baiknya datang ketika musim kemarau mengingat akses dan debit air yang kadang bisa berubah sewaktu waktu puas menikmati destinasinya waktunya pulang eit ingat pulangnya nanjak loe sampai atas tapi ada alternatif ojek yang bisa dipakai dengan htm rp rp sampai pintu masuk happy holiday
29a1ca0ebdf84aef8e6e49b95a240efe,2022-02-15 11:58:44,Curug Malela,"Tempatnya bagus dan saya suka. Untuk turun dan naik menuju curug Malela sungguh luar biasa, perlu stamina dan tenaga. Tapi terbayar dengan curugnya.",4,0,1,2,23,tempatnya bagus dan saya suka untuk turun dan naik menuju curug malela sungguh luar biasa perlu stamina dan tenaga tapi terbayar dengan curugnya
82a4d407f287440d81e804e96c044a18,2021-02-15 11:58:44,Curug Malela,"Air terjun super keren...
sayang aja akses jalannya masih tidak layak jalan.
tarif ojek malela 30.000 ampuuun....",1,0,1,2,17,air terjun super keren sayang saja akses jalannya masih tidak layak jalan tarif ojek malela ampuuun
29626cc8a6f04da3be8dceb6ceeebf24,2021-02-15 11:58:44,Curug Malela,"Curug Malela memiliki nama beken, The Little Niagara. Sebutan ini berasal dari Bentuk curug yang melebar, sehingga mirip dengan Niagara di Perbatasan Amerika-Canada. Keberadannya dahulu yang terpencil dan seadanya kini mulai didandani dengan berbagai fasilitas.

Aliran air curug Malela bersumber dari hulu sungai bagian utara Gunung Kendeng. Gunung Kendeng sendiri merupakan gunung berapi yang sudah tidak aktif yang berada di Ciwidey bagian barat. Sungai ini kemudian mengalir melewati sungai cidadap – Gunung Halu.

Air terjun ini juga memiliki keindahan alam yang luar biasa dengan tinggi sekitar 60 meter dan lebar hingga 70 meter. Dengan lima jalur air terjun yang nampak megah, membuat curug Malela semakin elok untuk dipandang. Maka dari itu tak heran jika objek wisata ini mampu menghipnotos siapa pun untuk berlama-lama di area ini.

Curug Malela adalah air terjun paling atas dari jajaran 7 air terjun. Secara berturut-turut, 6 air terjun lainnya adalah Curug Katumiri, Curug Manglid, Curug Ngeubul, Curug Sumpel, Curug Palisir, dan yang paling bawah adalah Curug Pamengpeuk.

Unutk bisa menikmati ke semua air terjun yang lain, pengunjung perlu bermalam. Untuk akomodasi, bisa saja menginap di rumah warga atau juga penginapan di Desa Rongga.",5,1,1,1,188,curug malela memiliki nama beken the little niagara sebutan ini berasal dari bentuk curug yang melebar sehingga mirip dengan niagara di perbatasan amerika canada keberadannya dahulu yang terpencil dan seadanya kini mulai didandani dengan berbagai fasilitas aliran air curug malela bersumber dari hulu sungai bagian utara gunung kendeng gunung kendeng sendiri merupakan gunung berapi yang sudah tidak aktif yang berada di ciwidey bagian barat sungai ini kemudian mengalir melewati sungai cidadap gunung halu air terjun ini juga memiliki keindahan alam yang luar biasa dengan tinggi sekitar meter dan lebar hingga meter dengan lima jalur air terjun yang nampak megah membuat curug malela semakin elok untuk dipandang maka dari itu tak heran jika objek wisata ini mampu menghipnotos siapa pun untuk berlama lama di area ini curug malela adalah air terjun paling atas dari jajaran air terjun secara berturut turut air terjun lainnya adalah curug katumiri curug manglid curug ngeubul curug sumpel curug palisir dan yang paling bawah adalah curug pamengpeuk unutk bisa menikmati ke semua air terjun yang lain pengunjung perlu bermalam untuk akomodasi bisa saja menginap di rumah warga atau juga penginapan di desa rongga
5e27a09dcdb04bc994481151d0e48c88,2020-02-15 11:58:44,Curug Malela,Pemandangannya sangat luar biasa. Cukup jauh. Dan untuk menuju lokasi air terjun harus berjalan kaki atau naik ojek. Kalau jalan kaki cukup menguras tenaga. Kalau naik ojek cukup menguras adrenalin. Ongkos ojeg 25 - 30 ribu sekali jalan.,4,0,1,2,38,pemandangannya sangat luar biasa cukup jauh dan untuk menuju lokasi air terjun harus berjalan kaki atau naik ojek kalau jalan kaki cukup menguras tenaga kalau naik ojek cukup menguras adrenalin ongkos ojeg ribu sekali jalan
452be022fbaa49e1be7de6cbbde73e3c,2021-02-15 11:58:44,Curug Malela,"Perjalanan lumayan panjang dengan jalur mobil yg pas pasan bahkan ada yg hanya cukup untuk 1 mobil, sampai parkiran harus jalan kaki atau naik ojeg sekitar 1 km menuju curug, tp semua terbayar dg pemandangan curug yang indah...👍 …",5,0,1,2,39,perjalanan lumayan panjang dengan jalur mobil yang pas pasan bahkan ada yang hanya cukup untuk mobil sampai parkiran harus jalan kaki atau naik ojeg sekitar km menuju curug tapi semua terbayar dg pemandangan curug yang indah
12a3129519804a11b88a55a3970fddcf,2019-02-15 11:58:44,Curug Malela,"Curug Malela atau disebut juga Niagara Malela merupakan air terjun dengan ketinggian kurang lebih 60 meter dan lebar hingga 70 meter. Curug Malela ini berlokasi di Kampung Manglid, Desa Cidadas, Kecamatan Rongga, Gununghalu, Kabupaten Bandung Barat. Untuk menempuh tempat ini anda akan menempuh waktu kurang lebih 1-2 jam dari pusat kota jika tidak macet.

Curug ini mempunyai keunikan tersendiri. Tidak seperti curug-curug lainnya, air terjun setinggi 60 meter ini terdiri dari tingkatan-tingkatan tertentu sehingga bagus dan pas untuk dijadikan spot foto oleh kawula muda yang hoby selfie tentunya. Tak heran jika banyak sekali rombongan anak muda yang sengaja untuk touring ke tempat ini.

Sayangnya, tempat wisata ini terletak langsung dekat dengan sungai, sehingga jika anda berniat untuk berendam atau mandi di tempat ini, pastikan jika debit nya tidak sedang tinggi karena banyak sekali kasus-kasus hanyut yang terjadi di Curug Malela ini. Jangan datang di musim hujan juga karena airnya bisa meluap dan warnanya juga keruh berwarna coklat.

Selama perjalanan menuju Curug Malela, jangan heran jika jalannya hanya bermodalkan jalan bebatuan dan tanah saja, namun selama perjalanan menuju destinasi ini anda akan disuguhi dengan berbagai pemandangan alam yang sangat indah seperti pesawahan, pegunungan, dan lain-lain. Curug Malela juga kerap digunakan sebagai objek fotografi oleh fotografer profesional atau awam sekalipun.

Seperti tempat-tempat terpencil lainnya. Curug ini juga dipercaya menyimpan berbagai cerita misteri, para pengunjung baru akan sangat kesulitan untuk menemukan lokasi ini, mereka harus bertanya terlebih dahulu ke penduduk sekitar untuk dapat tiba di tempat ini, jika tidak, mereka bisa kesasar. Entah benar atau tidak, tapi memang benar para wisatawan yang baru ke curug ini meskipun sudah mengikuti rute di maps, akan sangat kesulitan apabila tidak bertanya.",5,1,1,2,275,curug malela atau disebut juga niagara malela merupakan air terjun dengan ketinggian kurang lebih meter dan lebar hingga meter curug malela ini berlokasi di kampung manglid desa cidadas kecamatan rongga gununghalu kabupaten bandung barat untuk menempuh tempat ini anda akan menempuh waktu kurang lebih jam dari pusat kota jika tidak macet curug ini mempunyai keunikan tersendiri tidak seperti curug curug lainnya air terjun setinggi meter ini terdiri dari tingkatan tingkatan tertentu sehingga bagus dan pas untuk dijadikan spot foto oleh kawula muda yang hoby selfie tentunya tak heran jika banyak sekali rombongan anak muda yang sengaja untuk touring ke tempat ini sayangnya tempat wisata ini terletak langsung dekat dengan sungai sehingga jika anda berniat untuk berendam atau mandi di tempat ini pastikan jika debit nya tidak sedang tinggi karena banyak sekali kasus kasus hanyut yang terjadi di curug malela ini jangan datang di musim hujan juga karena airnya bisa meluap dan warnanya juga keruh berwarna coklat selama perjalanan menuju curug malela jangan heran jika jalannya hanya bermodalkan jalan bebatuan dan tanah saja namun selama perjalanan menuju destinasi ini anda akan disuguhi dengan berbagai pemandangan alam yang sangat indah seperti pesawahan pegunungan dan lain lain curug malela juga kerap digunakan sebagai objek fotografi oleh fotografer profesional atau awam sekalipun seperti tempat tempat terpencil lainnya curug ini juga dipercaya menyimpan berbagai cerita misteri para pengunjung baru akan sangat kesulitan untuk menemukan lokasi ini mereka harus bertanya terlebih dahulu ke penduduk sekitar untuk dapat tiba di tempat ini jika tidak mereka bisa kesasar entah benar atau tidak tapi memang benar para wisatawan yang baru ke curug ini meskipun sudah mengikuti rute di maps akan sangat kesulitan apabila tidak bertanya
b9cabf58bbdd4b499a53c16b53dc7020,2019-02-15 11:58:44,Curug Malela,"Untuk pertama kalinya menjajal rute gowes menuju curug malela ini dari soreang menempuh jarak 65km... Cukup melelahkan karena walaupun daerah sana ada kebuh teh tapi aga gersang mungkin karena cuaca musim panas juga... Rute menuju curug harus di tempuh dengan jalan kaki,, siap-siap kaki anda pegal linu. Haha, tapi semua itu terbayar dengan keindahan curug malela disana. Cukup dengan bayar 5rb saja susdah bisa sepuasnya berada disana.. Keren keren..",5,0,2,2,69,untuk pertama kalinya menjajal rute gowes menuju curug malela ini dari soreang menempuh jarak 65km cukup melelahkan karena walaupun daerah sana ada kebuh teh tapi aga gersang mungkin karena cuaca musim panas juga rute menuju curug harus di tempuh dengan jalan kaki siap siap kaki anda pegal linu haha tapi semua itu terbayar dengan keindahan curug malela disana cukup dengan bayar 5rb saja susdah bisa sepuasnya berada disana keren keren
c21f511527a64d48a6e8b283e3ef7830,2019-02-15 11:58:44,Curug Malela,"Air Terjunnya bagus cantik pantas disebut niagara kecil. Untuk jalan menuju lokasi sudah bagus di aspal dan beberapa di beton. Siapkan keresek kalau yg suka mabok perjalanan karena jalan banyak dengan belokan tajam dan menanjak. Kekurangan nya hanya satu track menuju air terjunnya licin karena tangga2 sudah pada hilang tinggal sisa tanah, disarankan memakai sepatu atau sendal gunung. Oh iya bagi yg ga kuat tracking ke  air terjunnya tenang, ada mamang ojek yg siap mengantar dengan biaya 50rb",4,0,1,2,78,air terjunnya bagus cantik pantas disebut niagara kecil untuk jalan menuju lokasi sudah bagus di aspal dan beberapa di beton siapkan keresek kalau yang suka mabok perjalanan karena jalan banyak dengan belokan tajam dan menanjak kekurangan nya hanya satu track menuju air terjunnya licin karena tangga2 sudah pada hilang tinggal sisa tanah disarankan memakai sepatu atau sendal gunung oh iya bagi yang tidak kuat tracking ke air terjunnya tenang ada mamang ojek yang siap mengantar dengan biaya 50rb
5868c6dad62743369ba93e25a2792ef9,2022-02-15 11:58:44,Curug Malela,"Kabupaten Bandung Barat memiliki ragam tempat wisata alam yang layak dikunjungi. Salah satu tempat wisata alam yang populer di sana adalah Curug Malela.

Lokasi Curug Malela berada di Kampung Manglid, Desa Cicadas, Kecamatan Rongga, Kabupaten Bandung Barat, Jawa Barat. Curug ini terkenal karena menjadi salah satu air terjun terbesar di Jawa Barat. Bentuknya yang lebar mirip Air Terjun Niagara di perbatasan Amerika-Kanada, bahkan membuat curug ini populer dengan sebutan The Little Niagara. Wisatawan dapat melihat kemegahan curug lalu mengabadikannya dalam foto. Selain itu, terdapat ragam fasilitas yang ada di area wisata, seperti toilet, warung makan, hingga tempat duduk.

Pengunjung bisa datang dengan membayar tiket masuk seharga Rp 5.500 per orang dan buka pukul 08.00-16.00 setiap hari.
Selain harga tiket masuk, pengunjung yang datang dengan kendaraan pribadi juga dikenakan biaya parkir. Kalau naik sepeda motor Rp 1.000. Kalau naik mobil Rp 3.000
Cara paling mudah adalah jika kamu datang dari Kota Bandung. kamu tinggal mengambil arah ke Cimareme. Jarak dari kota Bandung ke Curug Malela sekitar 75 kilometer (km) ke arah barat. Lalu belok kanan, ambil arah Batujajar. Kemudian ambil arah Cililin. Perjalananmu belum usai ketika sampai di Cililin. Kamu masih harus memacu kendaraan dengan mengambil arah ke Gunung Halu. kuti saja arah tersebut hingga menemui plang ke arah Kecamatan Rongga. Jika sudah sampai di Rongga, maka perjalananmu sudah semakin dekat ke Curug Malela. Perjalanan akan mudah karena sudah ada plang menuju kawasan wisata Curug Malela dari sana. Perjalanan dari Kota Bandung ke Curug Malela memakan waktu sekitar 2-3 jam.",5,1,2,1,249,kabupaten bandung barat memiliki ragam tempat wisata alam yang layak dikunjungi salah satu tempat wisata alam yang populer di sana adalah curug malela lokasi curug malela berada di kampung manglid desa cicadas kecamatan rongga kabupaten bandung barat jawa barat curug ini terkenal karena menjadi salah satu air terjun terbesar di jawa barat bentuknya yang lebar mirip air terjun niagara di perbatasan amerika kanada bahkan membuat curug ini populer dengan sebutan the little niagara wisatawan dapat melihat kemegahan curug lalu mengabadikannya dalam foto selain itu terdapat ragam fasilitas yang ada di area wisata seperti toilet warung makan hingga tempat duduk pengunjung bisa datang dengan membayar tiket masuk seharga rp per orang dan buka pukul setiap hari selain harga tiket masuk pengunjung yang datang dengan kendaraan pribadi juga dikenakan biaya parkir kalau naik sepeda motor rp kalau naik mobil rp cara paling mudah adalah jika kamu datang dari kota bandung kamu tinggal mengambil arah ke cimareme jarak dari kota bandung ke curug malela sekitar kilometer km ke arah barat lalu belok kanan ambil arah batujajar kemudian ambil arah cililin perjalananmu belum usai ketika sampai di cililin kamu masih harus memacu kendaraan dengan mengambil arah ke gunung halu kuti saja arah tersebut hingga menemui plang ke arah kecamatan rongga jika sudah sampai di rongga maka perjalananmu sudah semakin dekat ke curug malela perjalanan akan mudah karena sudah ada plang menuju kawasan wisata curug malela dari sana perjalanan dari kota bandung ke curug malela memakan waktu sekitar jam
c13bc42bb93a4d4d84fcff1bf34149ea,2021-02-15 11:58:44,Curug Malela,"Butuh perjuangan pingin sampek sana
Tapi pas nyampek ke bawah kebayar capeknya semua dengan pemandangan yg luar biasa 😍😍😍 …",5,0,1,2,20,butuh perjuangan pingin sampek sana tapi pas nyampek ke bawah kebayar capeknya semua dengan pemandangan yang luar biasa
fd53f7e5614b49ffb189c00d09192648,2021-02-15 11:58:44,Curug Malela,"Tempat yang bagus untuk objek wisata akan tetapi jika menggunakan google map hati2 bisa salah jalan di tempat titik tertentu tidak ada sinyal lebih baik tanya saja biar lebih aman, ditempat objek wisatanya jalannya masih belum baik sehingga harus menggunakan jasa ojek warga setempat itu pun jalannya masih tanah",4,0,1,2,49,tempat yang bagus untuk objek wisata akan tetapi jika menggunakan google map hati2 bisa salah jalan di tempat titik tertentu tidak ada sinyal lebih baik tanya saja biar lebih aman ditempat objek wisatanya jalannya masih belum baik sehingga harus menggunakan jasa ojek warga setempat itu pun jalannya masih tanah
8a2b53bb84494ecabfb06d0555c7c55c,2020-02-15 11:58:45,Curug Malela,Cocok untuk hiking juga..tp jalan nya masih jelek dr gerbang  menuju curugnya... licin kalo pas hujan....tp itu  tantangan mantap dan seru 😀 …,4,0,1,2,23,cocok untuk hiking juga tapi jalan nya masih jelek dari gerbang menuju curugnya licin kalo pas hujan tapi itu tantangan mantap dan seru
f8f50d14101d46f9b77348c756432d99,2019-02-15 11:58:45,Curug Malela,"Air terjun yang berada di Desa Cicadas, Kecamatan Gununghalu, Kabupaten Bandung Barat ini bisa dicapai sekitar 3 jam dari Kta Bandung. Tempat wisata di Bandung ini sangat cocok bagi Anda yang senang trekking di alam bebas, karena pengunjung masih harus berjalan kaki sekitar 10 kilometer untuk sampai ke lokasi.

Memang melelahkan, namun begitu sampai di hadapan Curug Malela, Anda akan menemukan keindahan 5 air terjun yang berjajar dan membiaskan cahaya putih yang menawan ketika air jatuh menyentuh bebatuan di bawahnya.",4,1,1,2,80,air terjun yang berada di desa cicadas kecamatan gununghalu kabupaten bandung barat ini bisa dicapai sekitar jam dari kta bandung tempat wisata di bandung ini sangat cocok bagi anda yang senang trekking di alam bebas karena pengunjung masih harus berjalan kaki sekitar kilometer untuk sampai ke lokasi memang melelahkan namun begitu sampai di hadapan curug malela anda akan menemukan keindahan air terjun yang berjajar dan membiaskan cahaya putih yang menawan ketika air jatuh menyentuh bebatuan di bawahnya
cce6fc5ea9ce4844bb4978b4cd6188c2,2021-02-15 11:58:45,Curug Malela,Tempat bangus banget akses bagus cuman ngingetin sih lebih baik nanya ke orang dari pada maps soal.nya klo ngikut maps masuk plosok2 gitu tapi tempat bagus kok,5,0,1,2,27,tempat bangus banget akses bagus cuman ngingetin sih lebih baik nanya ke orang dari pada maps soal nya kalau ngikut maps masuk plosok2 gitu tapi tempat bagus kok
94247f8c8eeb4a3b95f89225b16350a6,2020-02-15 11:58:45,Curug Malela,"Jalan k sana udah bagus nyampe k parkiran, tiket masuk 12 k per motor, biaya parkir 3 k, trs kita masih hrs jln kaki kurang lbih 1 jam perjalanan, tapi semua perjuangan ga sia2 stelah sampe ksana, curugnya keren abis, ga nyesel deh dateng ksini",5,2,1,2,45,jalan k sana sudah bagus nyampe k parkiran tiket masuk k per motor biaya parkir k terus kita masih hrs jalan kaki kurang lbih jam perjalanan tapi semua perjuangan tidak sia2 stelah sampe ksana curugnya keren abis tidak nyesel deh dateng ksini
